cnpj;empresa;orgao;exercicio;previsto_maxima;realizado_maxima;desvio_maxima;desvio_maxima_pct;previsto_media;realizado_media;desvio_media;desvio_media_pct;previsto_minima;realizado_minima;desvio_minima;desvio_minima_pct;fre_previsao;fre_realizado;situacao;setor;apelido
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2009;;55000.0;;;;55000.0;;;;55000.0;;;;2012;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2010;;1944000.0;;;;1287000.0;;;;931000.0;;;;2013;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2010;;401000.0;;;;152000.0;;;;78000.0;;;;2013;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2010;;66000.0;;;;66000.0;;;;66000.0;;;;2013;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2011;;3488000.0;;;;2417000.0;;;;2039000.0;;;;2014;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2011;;456000.0;;;;111000.0;;;;20000.0;;;;2014;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2011;;72000.0;;;;54000.0;;;;24000.0;;;;2014;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2012;;2485000.0;;;;1446000.0;;;;1010000.0;;;;2015;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2012;;432000.0;;;;172000.0;;;;144000.0;;;;2015;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2012;;72000.0;;;;72000.0;;;;72000.0;;;;2015;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2013;;3863199.0;;;;2454397.0;;;;1067684.0;;;;2016;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2013;;518400.0;;;;200400.0;;;;172800.0;;;;2016;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2013;;101150.0;;;;101150.0;;;;101150.0;;;;2016;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2014;;4835331.0;;;;2280336.0;;;;1788151.0;;;;2017;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2014;;518400.0;;;;211200.0;;;;172800.0;;;;2017;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2014;;112320.0;;;;112320.0;;;;112320.0;;;;2017;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2015;;6596833.0;;;;3018103.0;;;;2204200.0;;;;2018;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2015;;542400.0;;;;221037.0;;;;181200.0;;;;2018;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2015;;120368.0;;;;120368.0;;;;120368.0;;;;2018;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2016;;10776473.0;;;;4512871.0;;;;3250171.0;;;;2019;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2016;;965697.0;;;;415575.0;;;;271499.0;;;;2019;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2016;;130680.0;;;;130680.0;;;;130680.0;;;;2019;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2017;;12334388.0;;;;5900563.0;;;;3695426.0;;;;2020;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2017;;1024196.0;;;;454647.0;;;;288055.0;;;;2020;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2017;;142384.0;;;;143384.0;;;;142384.0;;;;2020;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2018;;8133642.0;;;;3839694.0;;;;3038994.0;;;;2021;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2018;;1351082.0;;;;636179.0;;;;327249.0;;;;2021;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2018;;148666.0;;;;148666.0;;;;148666.0;;;;2021;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2019;;8874296.0;;;;4244996.0;;;;3373439.0;;;;2022;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2019;;1307822.0;;;;633637.0;;;;353140.0;;;;2022;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2019;;130275.0;;;;130275.0;;;;130275.0;;;;2022;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2020;;10283840.0;;;;3919923.0;;;;729652.0;;;;2023;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2020;;1891337.0;;;;757009.0;;;;588467.0;;;;2023;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2020;;133352.0;;;;132771.0;;;;97838.0;;;;2023;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2021;;10980753.0;;;;4019465.0;;;;2142988.0;;;;2024;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2021;;1619830.0;;;;738774.0;;;;309750.0;;;;2024;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2021;;137600.0;;;;137600.0;;;;137600.0;;;;2024;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2022;;11738155.0;;;;5451401.0;;;;3097631.0;;;;2025;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2022;;1581750.0;;;;779383.0;;;;329862.0;;;;2025;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2022;;154600.0;;;;154600.0;;;;154600.0;;;;2025;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2023;;13538516.96;;;;6588464.25;;;;3921236.46;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2023;;1665693.88;;;;873694.09;;;;367153.84;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2023;;171630.44;;;;171630.44;;;;171630.44;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2024;;16863933.65;;;;7636204.68;;;;5252365.41;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2024;;1802537.42;;;;903437.55;;;;402820.42;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2024;;173158.77;;;;173158.75;;;;173158.77;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Diretoria Estatutária;2025;;7639401.98;;;;3998572.16;;;;1783739.43;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho de Administração;2025;;2513690.0;;;;925779.38;;;;417724.77;;;;2026;so realizado;Retail;Raia Drogasil
61.585.865/0001-51;RAIA DROGASIL S.A.;Conselho Fiscal;2025;;180474.0;;;;180474.0;;;;180474.0;;;;2026;so realizado;Retail;Raia Drogasil
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2018;;9803087.61;;;;4931412.82;;;;2682885.97;;;;2021;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2018;;49243120.58;;;;49243120.58;;;;49243120.58;;;;2021;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2018;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2019;;9012741.34;;;;4796627.49;;;;2809356.32;;;;2022;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2019;;52441820.5;;;;52441820.5;;;;52441820.5;;;;2022;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2019;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2020;;8544346.9;;;;6224670.29;;;;3724393.06;;;;2023;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2020;;64974323.36;;;;64974323.36;;;;64974323.36;;;;2023;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2020;;0.0;;;;0.0;;;;0.0;;;;2023;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2021;;12357528.85;;;;6312948.22;;;;846340.89;;;;2024;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2021;;56535795.72;;;;56535795.72;;;;56535795.72;;;;2024;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2021;;0.0;;;;0.0;;;;0.0;;;;2024;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2022;;17936091.66;;;;9478804.04;;;;2342430.42;;;;2025;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2022;;53230349.66;;;;23198788.7;;;;406451.61;;;;2025;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2022;;0.0;;;;0.0;;;;0.0;;;;2025;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2023;;19001639.61;;;;7719094.76;;;;3656311.65;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2023;;57411885.4;;;;19536929.98;;;;598904.55;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2023;;183229.17;;;;183229.17;;;;183229.17;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2024;;25854215.47;;;;10238074.47;;;;3881619.49;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2024;;69079297.13;;;;23440008.69;;;;600000.0;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2024;;263850.0;;;;263850.0;;;;263850.0;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Diretoria Estatutária;2025;;10984921.29;;;;5287330.88;;;;3740155.53;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho de Administração;2025;;55557959.64;;;;18957604.63;;;;600000.0;;;;2026;so realizado;Oil;Raizen
33.453.598/0001-23;RAÍZEN S.A.;Conselho Fiscal;2025;;263850.0;;;;263850.0;;;;263850.0;;;;2026;so realizado;Oil;Raizen
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2017;;5146696.0;;;;4106220.54;;;;2772840.0;;;;2020;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2017;;0.0;;;;0.0;;;;0.0;;;;2020;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2018;;15593389.0;;;;9546081.0;;;;2862170.0;;;;2021;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2018;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2019;;18729000.0;;;;7751680.0;;;;3511315.0;;;;2022;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2019;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2020;;48287321.0;;;;25929141.33;;;;22301992.0;;;;2023;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2020;;330533124.0;;;;330533124.0;;;;330533124.0;;;;2023;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal;2020;;0.0;;;;0.0;;;;0.0;;;;2023;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2021;;27197930.0;;;;19086463.58;;;;3954473.0;;;;2024;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2021;;47638364.0;;;;47638364.0;;;;47638364.0;;;;2024;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal;2021;;0.0;;;;0.0;;;;0.0;;;;2024;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2022;;22044192.0;;;;14443504.05;;;;2722867.0;;;;2025;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2022;;17929091.0;;;;17929091.0;;;;17929091.0;;;;2025;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal;2022;;338392.0;;;;338392.0;;;;338392.0;;;;2025;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2023;;22013667.0;;;;11819798.0;;;;4037024.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2023;;37286235.0;;;;20023118.0;;;;2760000.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal;2023;;530716.0;;;;530716.0;;;;530716.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2024;;23029682.0;;;;9830903.0;;;;5599595.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2024;;51367518.0;;;;27127515.0;;;;2887512.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal;2024;;530716.0;;;;530716.0;;;;530716.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2025;;24180216.0;;;;10226799.0;;;;5990837.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2025;;53887582.0;;;;26402617.0;;;;3041145.0;;;;2026;so realizado;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal;2025;;700684.0;;;;700684.0;;;;700684.0;;;;2026;so realizado;Saude;Rede D'Or
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2009;;0.0;;;;0.0;;;;0.0;;;;2010;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2009;;0.0;;;;0.0;;;;0.0;;;;2010;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2009;;0.0;;;;0.0;;;;0.0;;;;2010;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2010;;0.0;;;;0.0;;;;0.0;;;;2013;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2010;;0.0;;;;0.0;;;;0.0;;;;2013;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2010;;0.0;;;;0.0;;;;0.0;;;;2013;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2012;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2012;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2012;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2013;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2013;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2013;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2014;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2014;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2014;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2015;;1269935.0;;;;300511.35;;;;625816.0;;;;2018;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2015;;240000.0;;;;76722.22;;;;0.0;;;;2018;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2015;;0.0;;;;0.0;;;;0.0;;;;2018;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2016;;5433292.0;;;;1742210.0;;;;850758.0;;;;2019;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2016;;360000.0;;;;181059.0;;;;180000.0;;;;2019;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2016;;145469.0;;;;121224.0;;;;121224.0;;;;2019;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2017;;22801721.0;;;;12332149.5;;;;1862578.0;;;;2020;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2017;;360000.0;;;;270000.0;;;;180000.0;;;;2020;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2017;;145469.0;;;;145469.0;;;;145469.0;;;;2020;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2018;;16486454.19;;;;9275023.11;;;;2063592.03;;;;2021;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2018;;1332000.0;;;;774000.0;;;;216000.0;;;;2021;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2018;;172118.76;;;;172118.76;;;;172118.76;;;;2021;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2019;;4993877.51;;;;3529154.31;;;;2363451.87;;;;2022;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2019;;1332000.0;;;;393230.76;;;;158400.0;;;;2022;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2019;;172118.74;;;;143432.28;;;;172118.74;;;;2022;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2020;;6975112.4;;;;3494123.4;;;;2264564.49;;;;2023;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2020;;5386386.0;;;;908688.61;;;;287917.68;;;;2023;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2020;;178322.56;;;;155320.76;;;;171633.61;;;;2023;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2021;;17426065.18;;;;5680949.66;;;;2649168.21;;;;2024;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2021;;5864000.0;;;;992867.77;;;;234000.0;;;;2024;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2021;;143432.28;;;;143432.28;;;;143432.28;;;;2024;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2022;;20574438.2;;;;7648132.93;;;;3320148.35;;;;2025;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2022;;5864000.0;;;;1285313.44;;;;234000.0;;;;2025;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2022;;143432.28;;;;143432.28;;;;143432.28;;;;2025;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2023;;23258287.67;;;;8636598.22;;;;3711549.8;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2023;;2250000.0;;;;728204.42;;;;260000.0;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2023;;180000.0;;;;161373.39;;;;156000.0;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2024;;11679145.0;;;;9746651.95;;;;4500997.01;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2024;;2250000.0;;;;651121.37;;;;260000.0;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2024;;165000.0;;;;160810.0;;;;156000.0;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2025;;11656173.3;;;;5951643.59;;;;1562865.99;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2025;;2200000.0;;;;721837.5;;;;240000.0;;;;2026;so realizado;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2025;;180000.0;;;;160881.36;;;;156000.0;;;;2026;so realizado;Logistics;Rumo
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2017;;13828492.38;;;;5737993.16;;;;2131197.84;;;;2020;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2017;;0.0;;;;0.0;;;;0.0;;;;2020;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2017;;0.0;;;;0.0;;;;0.0;;;;2020;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2018;;13795248.83;;;;6084872.09;;;;2361333.54;;;;2021;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2018;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2018;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2019;;20054297.01;;;;5960139.62;;;;3734570.11;;;;2022;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2019;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2019;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2020;;14973432.67;;;;6216783.55;;;;1879899.93;;;;2023;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2020;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2020;;0.0;;;;0.0;;;;0.0;;;;2023;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2021;;20857461.14;;;;8209819.65;;;;2651300.39;;;;2024;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2021;;136044846.88;;;;42358251.64;;;;216000.0;;;;2024;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2021;;124800.0;;;;110446.73;;;;96140.21;;;;2024;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2022;;32376846.9;;;;11822958.4;;;;1681732.92;;;;2025;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2022;;8417984.42;;;;4577179.56;;;;216000.0;;;;2025;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2022;;187200.0;;;;194727.0;;;;165600.0;;;;2025;so realizado;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2023;;23920043.62;;;;9359395.88;;;;1319895.18;;;;2026;so realizado;Retail;Assai
