cnpj;empresa;orgao;exercicio;previsto_total;realizado_total;desvio_total;desvio_total_pct;previsto_membros;realizado_membros;desvio_membros;desvio_membros_pct;fre_previsao;fre_realizado;situacao;previsto_por_membro;realizado_por_membro;desvio_por_membro_pct;setor;apelido
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Diretoria Estatutária;2026;124061357.0;;;;6.0;;;;2026;;so previsao;20676892.833333332;;;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho de Administração;2026;61730496.0;;;;7.0;;;;2026;;so previsao;8818642.285714285;;;Saude;Rede D'Or
06.047.087/0001-39;REDE D'OR SÃO LUIZ S.A.;Conselho Fiscal;2026;2321937.0;;;;3.0;;;;2026;;so previsao;773979.0;;;Saude;Rede D'Or
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2009;;4669000.0;;;;8.67;;;;2012;so realizado;;538523.6447520185;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2009;;2431000.0;;;;13.0;;;;2012;so realizado;;187000.0;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2009;;375000.0;;;;4.0;;;;2012;so realizado;;93750.0;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2010;28278000.0;32982718.0;4704718.0;16.63737888110899;8.0;7.83;-0.16999999999999993;-2.124999999999999;2010;2013;realizado;3534750.0;4212352.234993614;19.16973576613945;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2010;7342000.0;7423309.0;81309.0;1.1074502860256061;13.0;12.08;-0.9199999999999999;-7.076923076923077;2010;2013;realizado;564769.2307692308;614512.3344370861;8.80768656608717;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2010;518000.0;389160.0;-128840.0;-24.872586872586872;4.0;3.0;-1.0;-25.0;2010;2013;realizado;129500.0;129720.0;0.16988416988417132;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2011;24000000.0;36651561.0;12651561.0;52.7148375;8.0;8.0;0.0;0.0;2011;2014;realizado;3000000.0;4581445.125;52.71483749999999;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2011;5500000.0;4851677.0;-648323.0;-11.787690909090909;15.0;13.91;-1.0899999999999999;-7.266666666666666;2011;2014;realizado;366666.6666666667;348790.5823148814;-4.875295732305085;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2011;600000.0;390000.0;-210000.0;-35.0;3.0;3.0;0.0;0.0;2011;2014;realizado;200000.0;130000.0;-35.0;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2012;43733157.0;22004947.0;-21728210.0;-49.683607337105805;8.25;8.08;-0.16999999999999993;-2.0606060606060597;2012;2015;realizado;5300988.7272727275;2723384.5297029703;-48.62497036276273;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2012;6650000.0;5979782.0;-670218.0;-10.078466165413534;14.0;15.33;1.33;9.5;2012;2015;realizado;475000.0;390070.58056099154;-17.879877776633357;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2012;800000.0;469760.0;-330240.0;-41.28;3.0;3.08;0.08000000000000007;2.666666666666669;2012;2015;realizado;266666.6666666667;152519.4805194805;-42.805194805194816;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2013;29962997.0;22877534.0;-7085463.0;-23.64737746360953;8.0;7.67;-0.33000000000000007;-4.125000000000001;2013;2016;realizado;3745374.625;2982729.335071708;-20.362323299723105;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2013;6289906.0;5350423.0;-939483.0;-14.936359939242335;15.0;14.42;-0.5800000000000001;-3.866666666666667;2013;2016;realizado;419327.06666666665;371041.81692094315;-11.514937523483692;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2013;792000.0;475200.0;-316800.0;-40.0;5.0;3.08;-1.92;-38.4;2013;2016;realizado;158400.0;154285.7142857143;-2.5974025974025983;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2014;24890672.0;8750436.0;-16140236.0;-64.84451685354256;7.0;6.5;-0.5;-7.142857142857143;2014;2017;realizado;3555810.285714286;1346220.923076923;-62.14024891919969;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2014;6025200.0;4378560.0;-1646640.0;-27.32921728739295;15.0;14.91;-0.08999999999999986;-0.5999999999999991;2014;2017;realizado;401680.0;293665.99597585516;-26.890560651300742;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2014;792000.0;396360.0;-395640.0;-49.95454545454545;5.0;3.08;-1.92;-38.4;2014;2017;realizado;158400.0;128688.31168831169;-18.75737898465171;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2015;21765091.0;3606135.81;-18158955.19;-83.43156107180991;8.0;4.66;-3.34;-41.75;2015;2018;realizado;2720636.375;773848.8862660944;-71.5563280202745;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2015;6025200.0;1381000.0;-4644200.0;-77.07959901746;15.0;5.67;-9.33;-62.2;2015;2018;realizado;401680.0;243562.6102292769;-39.36401856470899;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2015;0.0;0.0;0.0;;0.0;2.0;2.0;;2015;2018;realizado;;0.0;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2016;4143727.64;13937679.3;9793951.66;236.35606658742657;3.0;7.66;4.66;155.33333333333334;2016;2019;realizado;1381242.5466666666;1819540.3785900783;31.732140961133126;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2016;0.0;3078000.0;3078000.0;;0.0;15.75;15.75;;2016;2019;realizado;;195428.57142857142;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2016;4143727.64;391149.44;-3752578.2;-90.56044523235123;0.0;2.83;2.83;;2016;2019;realizado;;138215.34982332157;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2017;;6819639.57;;;;5.0;;;;2020;so realizado;;1363927.914;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2017;;2503626.0;;;;12.0;;;;2020;so realizado;;208635.5;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2017;;517222.0;;;;5.0;;;;2020;so realizado;;103444.4;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2018;30392133.5;23667696.84;-6724436.66;-22.12558279266574;5.0;5.0;0.0;0.0;2018;2021;realizado;6078426.7;4733539.368;-22.125582792665742;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2018;5157280.0;4233471.58;-923808.4199999999;-17.912706310303104;11.0;11.0;0.0;0.0;2018;2021;realizado;468843.63636363635;384861.05272727273;-17.912706310303108;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2018;872119.0;669350.64;-202768.36;-23.250079404301477;5.0;5.0;0.0;0.0;2018;2021;realizado;174423.8;133870.128;-23.25007940430147;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2019;;34198250.3;;;;5.0;;;;2022;so realizado;;6839650.06;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2019;;3834000.0;;;;11.0;;;;2022;so realizado;;348545.45454545453;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2019;;717161.4;;;;5.0;;;;2022;so realizado;;143432.28;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2020;13322936.94;13322936.94;0.0;0.0;5.0;6.0;1.0;20.0;2020;2023;realizado;2664587.388;2220489.4899999998;-16.666666666666675;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2020;11572285.0;11572285.0;0.0;0.0;17.0;11.25;-5.75;-33.8235294117647;2020;2023;realizado;680722.6470588235;1028647.5555555555;51.11111111111111;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2020;637248.27;637248.27;0.0;0.0;5.0;5.0;0.0;0.0;2020;2023;realizado;127449.65400000001;127449.65400000001;0.0;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2021;;34085697.99;;;;6.0;;;;2024;so realizado;;5680949.665;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2021;;10921545.5;;;;13.0;;;;2024;so realizado;;840118.8846153846;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2021;;717161.4;;;;5.0;;;;2024;so realizado;;143432.28;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2022;40310081.04;36965975.85;-3344105.1899999976;-8.295952535251955;5.0;6.0;1.0;20.0;2022;2025;realizado;8062016.208;6160995.975000001;-23.57996044604329;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2022;11863953.29;11567821.0;-296132.2899999991;-2.4960675650131385;11.0;10.0;-1.0;-9.090909090909092;2022;2025;realizado;1078541.208181818;1156782.1;7.2543256784855625;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2022;860593.68;657397.95;-203195.7300000001;-23.61111111111112;5.0;5.0;0.0;0.0;2022;2025;realizado;172118.736;131479.59;-23.611111111111114;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2023;43416614.12;43182991.11;-233623.0099999979;-0.5380958758190652;5.0;5.0;0.0;0.0;2023;2026;realizado;8683322.824;8636598.222;-0.5380958758190668;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2023;6154755.85;6065942.85;-88813.0;-1.4429979379279523;10.0;9.33;-0.6699999999999999;-6.7;2023;2026;realizado;615475.585;650154.6463022508;5.634514535982915;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2023;804000.0;752000.0;-52000.0;-6.467661691542289;5.0;5.0;0.0;0.0;2023;2026;realizado;160800.0;150400.0;-6.467661691542292;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2024;50420362.4;40643538.64;-9776823.759999998;-19.390625720690966;4.25;4.17;-0.08000000000000007;-1.8823529411764723;2024;2026;realizado;11863614.682352941;9746651.95203837;-17.84416290478096;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2024;6595264.13;5208970.93;-1386293.2000000002;-21.019525111877517;11.0;10.0;-1.0;-9.090909090909092;2024;2026;realizado;599569.4663636363;520897.093;-13.121477623065259;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2024;858715.0;804050.0;-54665.0;-6.365907198546665;5.0;5.0;0.0;0.0;2024;2026;realizado;171743.0;160810.0;-6.365907198546661;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2025;42718802.02;23310604.07;-19408197.950000003;-45.4324490207228;4.0;3.92;-0.08000000000000007;-2.0000000000000018;2025;2026;realizado;10679700.505;5946582.670918368;-44.318825531349795;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2025;6118606.25;5895006.24;-223600.00999999978;-3.65442718266108;9.0;9.0;0.0;0.0;2025;2026;realizado;679845.1388888889;655000.6933333334;-3.6544271826610797;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2025;884455.0;791000.0;-93455.0;-10.566393994041528;5.0;4.92;-0.08000000000000007;-1.6000000000000014;2025;2026;realizado;176891.0;160772.35772357724;-9.112189018334881;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Diretoria Estatutária;2026;45063573.05;;;;4.0;;;;2026;;so previsao;11265893.2625;;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho de Administração;2026;11313000.0;;;;9.0;;;;2026;;so previsao;1257000.0;;;Logistics;Rumo
02.387.241/0001-60;RUMO S.A.;Conselho Fiscal;2026;954000.0;;;;5.0;;;;2026;;so previsao;190800.0;;;Logistics;Rumo
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2017;;22951972.64;;;;4.0;;;;2020;so realizado;;5737993.16;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2017;;0.0;;;;0.0;;;;2020;so realizado;;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2017;;0.0;;;;0.0;;;;2020;so realizado;;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2018;;24339488.37;;;;4.0;;;;2021;so realizado;;6084872.0925;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2018;;0.0;;;;0.0;;;;2021;so realizado;;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2018;;0.0;;;;0.0;;;;2021;so realizado;;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2019;;29800698.13;;;;4.0;;;;2022;so realizado;;7450174.5325;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2019;;0.0;;;;0.0;;;;2021;so realizado;;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2019;;0.0;;;;0.0;;;;2021;so realizado;;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2020;28772049.54;24867134.19;-3904915.3499999978;-13.571905416648319;4.0;4.0;0.0;0.0;2020;2023;realizado;7193012.385;6216783.5475;-13.571905416648322;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2020;1014337.94;0.0;-1014337.94;-100.0;1.25;0.0;-1.25;-100.0;2020;2022;realizado;811470.352;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2020;0.0;0.0;0.0;;0.0;0.0;0.0;;2020;2023;realizado;;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2021;48665892.15;39653428.95;-9012463.199999996;-18.519054725682235;5.0;4.83;-0.16999999999999993;-3.3999999999999986;2021;2024;realizado;9733178.43;8209819.658385093;-15.651195368201076;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2021;43126977.55;33886601.3;-9240376.25;-21.425976905724525;9.0;9.0;0.0;0.0;2021;2024;realizado;4791886.394444444;3765177.9222222217;-21.425976905724532;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2021;540000.0;331340.21;-208659.78999999998;-38.640701851851844;3.0;3.0;0.0;0.0;2021;2024;realizado;180000.0;110446.73666666668;-38.640701851851844;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2022;36714779.02;59114792.0;22400012.979999997;61.010888742644525;5.0;5.0;0.0;0.0;2022;2025;realizado;7342955.8040000005;11822958.4;61.01088874264453;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2022;35107852.2;35839317.0;731464.799999997;2.0834792052588083;9.0;9.0;0.0;0.0;2022;2025;realizado;3900872.466666667;3982146.3333333335;2.0834792052588202;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2022;518400.0;584180.0;65780.0;12.689043209876543;3.0;3.0;0.0;0.0;2022;2025;realizado;172800.0;194726.66666666666;12.689043209876537;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2023;49419199.0;47160704.39;-2258494.6099999994;-4.570075306157834;5.0;5.0;0.0;0.0;2023;2026;realizado;9883839.8;9432140.878;-4.57007530615784;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2023;20613027.0;17806933.68;-2806093.3200000003;-13.613203533862348;9.0;9.0;0.0;0.0;2023;2026;realizado;2290336.3333333335;1978548.1866666665;-13.613203533862361;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2023;563328.0;456960.0;-106368.0;-18.882072256305385;3.0;3.0;0.0;0.0;2023;2026;realizado;187776.0;152320.0;-18.88207225630538;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2024;75309657.0;47332743.0;-27976914.0;-37.14917198467655;4.3;4.3;0.0;0.0;2024;2026;realizado;17513873.720930234;11007614.651162792;-37.14917198467654;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2024;10820400.0;10348419.0;-471981.0;-4.361955195741378;9.0;9.0;0.0;0.0;2024;2026;realizado;1202266.6666666667;1149824.3333333333;-4.361955195741385;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2024;496985.0;496479.0;-506.0;-0.10181393804641992;3.0;3.0;0.0;0.0;2024;2026;realizado;165661.66666666666;165493.0;-0.10181393804641337;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2025;64638568.0;53507980.05;-11130587.950000003;-17.219731646901586;4.0;3.25;-0.75;-18.75;2025;2026;realizado;16159642.0;16463993.86153846;1.8834072038134364;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2025;10690470.0;9789320.25;-901149.75;-8.42946802151823;7.0;7.0;0.0;0.0;2025;2026;realizado;1527210.0;1398474.3214285714;-8.429468021518238;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2025;661713.0;585737.85;-75975.15000000002;-11.481586427952907;3.0;3.0;0.0;0.0;2025;2026;realizado;220571.0;195245.94999999998;-11.481586427952916;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Diretoria Estatutária;2026;73028651.0;;;;3.17;;;;2026;;so previsao;23037429.337539434;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho de Administração;2026;9370935.0;;;;7.0;;;;2026;;so previsao;1338705.0;;;Retail;Assai
06.057.223/0001-71;SENDAS DISTRIBUIDORA S.A.;Conselho Fiscal;2026;861741.0;;;;3.0;;;;2026;;so previsao;287247.0;;;Retail;Assai
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2014;;1616590.74;;;;4.0;;;;2017;so realizado;;404147.685;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2014;;0.0;;;;0.0;;;;2017;so realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2015;;3740498.48;;;;2.0;;;;2018;so realizado;;1870249.24;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2015;;0.0;;;;6.0;;;;2018;so realizado;;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2015;;0.0;;;;0.0;;;;2018;so realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2016;;3849286.41;;;;2.33;;;;2019;so realizado;;1652054.253218884;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2016;;0.0;;;;6.0;;;;2019;so realizado;;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2016;;0.0;;;;0.0;;;;2019;so realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2017;4963071.43;4644000.41;-319071.01999999955;-6.428902434716713;3.25;3.25;0.0;0.0;2017;2020;realizado;1527098.9015384614;1428923.203076923;-6.428902434716721;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2017;0.0;0.0;0.0;;6.0;6.0;0.0;0.0;2017;2020;realizado;0.0;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2017;0.0;0.0;0.0;;0.0;0.0;0.0;;2017;2020;realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2018;7288139.74;6246555.34;-1041584.4000000004;-14.291498752190504;4.0;4.0;0.0;0.0;2018;2021;realizado;1822034.935;1561638.835;-14.2914987521905;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2018;0.0;0.0;0.0;;6.0;6.0;0.0;0.0;2018;2021;realizado;0.0;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2018;0.0;0.0;0.0;;0.0;0.0;0.0;;2018;2021;realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2019;6671532.8;132404850.08;125733317.28;1884.6241343518539;4.0;4.0;0.0;0.0;2019;2022;realizado;1667883.2;33101212.52;1884.6241343518539;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2019;0.0;0.0;0.0;;6.0;6.33;0.33000000000000007;5.500000000000001;2019;2022;realizado;0.0;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2019;;0.0;;;;0.0;;;;2022;so realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2020;9291169.48;5974869.27;-3316300.210000001;-35.693033230516434;4.0;4.0;0.0;0.0;2020;2023;realizado;2322792.37;1493717.3175;-35.693033230516434;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2020;0.0;0.0;0.0;;8.0;8.0;0.0;0.0;2020;2023;realizado;0.0;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2020;;0.0;;;;0.0;;;;2023;so realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2021;14660823.92;16054116.98;1393293.0600000005;9.503511314253617;3.33;3.5;0.16999999999999993;5.105105105105103;2021;2024;realizado;4402649.825825825;4586890.565714286;4.184769336132743;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2021;0.0;0.0;0.0;;8.0;8.0;0.0;0.0;2021;2024;realizado;0.0;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2021;0.0;0.0;0.0;;0.0;0.0;0.0;;2021;2024;realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2022;15565643.72;13980073.93;-1585569.790000001;-10.18634255365059;3.0;3.0;0.0;0.0;2022;2025;realizado;5188547.906666667;4660024.643333334;-10.186342553650595;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2022;0.0;0.0;0.0;;8.0;8.0;0.0;0.0;2022;2025;realizado;0.0;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2022;0.0;0.0;0.0;;0.0;0.0;0.0;;2022;2025;realizado;;;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2023;44130000.0;42897761.0;-1232239.0;-2.792293224563789;3.0;3.0;0.0;0.0;2023;2026;realizado;14710000.0;14299253.666666666;-2.792293224563791;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2023;0.0;0.0;0.0;;8.0;8.0;0.0;0.0;2023;2026;realizado;0.0;0.0;;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2023;460000.0;458430.84;-1569.1599999999744;-0.3411217391304292;6.0;6.0;0.0;0.0;2023;2026;realizado;76666.66666666667;76405.14;-0.3411217391304455;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2024;44900000.0;42950315.37;-1949684.6300000027;-4.342282026726064;7.67;7.67;0.0;0.0;2024;2026;realizado;5853976.531942634;5599780.361147327;-4.342282026726063;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2024;850000.0;470000.0;-380000.0;-44.705882352941174;9.33;8.75;-0.5800000000000001;-6.216505894962487;2024;2026;realizado;91103.96570203644;53714.28571428572;-41.040672268907564;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2024;700000.0;673591.44;-26408.560000000056;-3.7726514285714368;6.0;6.0;0.0;0.0;2024;2026;realizado;116666.66666666667;112265.23999999999;-3.7726514285714385;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2025;48000000.0;35636103.14;-12363896.86;-25.758118458333332;7.17;7.17;0.0;0.0;2025;2026;realizado;6694560.669456067;4970167.80195258;-25.758118458333335;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho de Administração;2025;920000.0;840000.0;-80000.0;-8.695652173913043;9.0;9.0;0.0;0.0;2025;2026;realizado;102222.22222222222;93333.33333333333;-8.695652173913048;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Conselho Fiscal;2025;790000.0;670874.4;-119125.59999999998;-15.07918987341772;6.0;6.0;0.0;0.0;2025;2026;realizado;131666.66666666666;111812.40000000001;-15.07918987341771;Retail;Smartfit
07.594.978/0001-78;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Diretoria Estatutária;2026;29100000.0;;;;5.5;;;;2026;;so previsao;5290909.090909091;;;Retail;Smartfit
